,L1_attention-max_word-max_norm,L2_attention-max_word-max_norm,L3_attention-max_word-max_norm,L4_attention-max_word-max_norm,L5_attention-max_word-max_norm,L6_attention-max_word-max_norm,L7_attention-max_word-max_norm,L8_attention-max_word-max_norm,L9_attention-max_word-max_norm,L10_attention-max_word-max_norm,L11_attention-max_word-max_norm,L12_attention-max_word-max_norm,L13_attention-max_word-max_norm,L14_attention-max_word-max_norm,L15_attention-max_word-max_norm,L16_attention-max_word-max_norm,L17_attention-max_word-max_norm,L18_attention-max_word-max_norm,L19_attention-max_word-max_norm,L20_attention-max_word-max_norm,L21_attention-max_word-max_norm,L22_attention-max_word-max_norm,L23_attention-max_word-max_norm,L24_attention-max_word-max_norm,L25_attention-max_word-max_norm,L26_attention-max_word-max_norm,L27_attention-max_word-max_norm,L28_attention-max_word-max_norm,L29_attention-max_word-max_norm,L30_attention-max_word-max_norm,L31_attention-max_word-max_norm,L32_attention-max_word-max_norm,L33_attention-max_word-max_norm,L34_attention-max_word-max_norm,L35_attention-max_word-max_norm,L36_attention-max_word-max_norm,L37_attention-max_word-max_norm,L38_attention-max_word-max_norm,L39_attention-max_word-max_norm,L40_attention-max_word-max_norm,L41_attention-max_word-max_norm,L42_attention-max_word-max_norm,L43_attention-max_word-max_norm,L44_attention-max_word-max_norm,L45_attention-max_word-max_norm,L46_attention-max_word-max_norm,L47_attention-max_word-max_norm,L48_attention-max_word-max_norm
task_1_microsoft-deberta-v2-xlarge-True,0.5697720266824587,0.5292495336743728,0.3910067001363606,0.4850443897136372,0.5277902060991855,0.49823640202478037,0.47742799023477905,0.4986285063430057,0.4010003242155064,0.4007189967495988,0.40004317299159387,0.21946511171497649,0.28124143682118546,0.5310520264755729,0.4397013561711006,0.414670640319253,0.4527236903600895,0.4838354670479373,0.4347321859770704,0.5136637863620538,0.3358381447999874,0.3941773264447035,0.39857456221085746,0.507472076386106,,,,,,,,,,,,,,,,,,,,,,,,
task_1_roberta-large-True,0.5181418004339713,0.5177689417804713,0.5187293467360152,0.5514209013459909,0.5308272709633418,0.5126551133061494,0.5608332529223679,0.5063106198256307,0.5309048798464019,0.5130022008819737,0.507490836071546,0.4870798882765216,0.5259028297537557,0.4234318454063879,0.4242039050302434,0.4523132103642445,0.4283905306946545,0.4174056508004365,0.4323878949886421,0.5184439388584148,0.5475203151337139,0.4910345315060183,0.47262086719530977,0.5412547573281995,,,,,,,,,,,,,,,,,,,,,,,,
task_1_allenai-longformer-large-4096-finetuned-triviaqa-True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_distilbert-base-cased-True,0.5428633765051157,0.560973444696685,0.5932316372074662,0.5604798426111635,0.5531407014224259,0.45492643136220057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_microsoft-deberta-xlarge-True,0.5235323526562735,0.532119114492215,0.5229260582185282,0.5031023765096795,0.4929108912325408,0.4809218844945454,0.4785943976561802,0.47938855119754464,0.4486561674591167,0.4912643945682369,0.5029255170295885,0.48241319823588297,0.5044542471420089,0.4988031665812791,0.4878590394920987,0.46636424177975755,0.4395450852591815,0.4579125506344058,0.4744115867616271,0.4335572974788296,0.4226252064773653,0.3858065476538583,0.36255677330949004,0.26149787598712765,0.4332840166405383,0.4702489263950617,0.45504853308467413,0.4574194442385157,0.455663260846684,0.44202464390561896,0.4804912616949437,0.4614549460053754,0.4178224180684832,0.42342246174112164,0.45505471001836284,0.4089873069265364,0.4823182325387982,0.47439060893597734,0.4731935289634001,0.45697965301849197,0.42719393908169945,0.47496628848062455,0.5103763885019184,0.4531004542557463,0.5231480245596885,0.549074047961008,0.5670350928941648,0.5198876402316527
task_1_gpt2-True,0.5117463762184645,0.4879337442882764,0.4916585690523536,0.4807489665793043,0.5043234063442739,0.4215215475695451,0.43365989187991166,0.43011047765728394,0.4163376065897401,0.4030841611028606,0.39224366823995926,0.3313571879587654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_albert-base-v2-True,0.5406878839396083,0.5836618720377987,0.5735677556782052,0.5680070865346413,0.5599495588736095,0.565629292064269,0.5695029450808078,0.5695241530348035,0.5861020360664287,0.5969626769564168,0.5874410948438153,0.4991252963356313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_google-bigbird-roberta-base-True,0.53073699652967,0.5521459532993868,0.6189261267610329,0.5020146776810528,0.5179384530091552,0.46338519999241284,0.520008086687406,0.5328174112320163,0.4832063369992871,0.47068906878643624,0.44107556543860194,0.544448646772118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_microsoft-deberta-large-True,0.5238437251663679,0.5417874965489742,0.5269791213388242,0.5088536859016044,0.5167069113927287,0.48541097170923253,0.4808942800817838,0.47652638265783526,0.42877612659569986,0.5030447738585034,0.49596923033806023,0.4767879923273236,0.5080055412776894,0.4843110398270966,0.48086907878618274,0.4565331430537399,0.4229036935392825,0.4465073924689367,0.49975477242060734,0.44275671333502664,0.4842680438551728,0.5494620093334588,0.5518339910558215,0.5283158356537763,,,,,,,,,,,,,,,,,,,,,,,,
task_1_albert-large-v2-True,0.5558283605322187,0.5328791049679403,0.5413666994493165,0.524303794758991,0.5148974154097606,0.5217111269577553,0.5020742240871464,0.5156952167361134,0.48986235985447,0.4967874566936055,0.4881310495599798,0.49288270013406776,0.5096989729609459,0.5186227200253946,0.524056328906606,0.544227422996626,0.5456539991715984,0.5538227638601748,0.5777295816563175,0.5812941999651208,0.5737885634280008,0.5900125797749154,0.531738816821302,0.4481425531722302,,,,,,,,,,,,,,,,,,,,,,,,
task_1_xlnet-large-cased-True,0.4434010108699741,0.49321917801445836,0.5553884493767334,0.5101614655911376,0.48271039826790274,0.4640459854366339,0.4735757719146865,0.49215374718538046,0.4774402741709675,0.4820301508627298,0.4373921816136812,0.44790729592361994,0.4289258137496621,0.4603145701682704,0.45526959544555873,0.49296230210198455,0.5152279376907056,0.5221422032225053,0.46143722672129106,0.4657555709494091,0.46369076293792105,0.39896906578614894,0.38966614599307314,0.4291453266894445,,,,,,,,,,,,,,,,,,,,,,,,
task_1_albert-xxlarge-v2-True,0.5420641253303176,0.5708187264687504,0.5821024137578764,0.5682569439965738,0.5398572784190786,0.5345716646100458,0.5343761901622791,0.5342464795867158,0.5692574339464038,0.5810696441089673,0.5868712072502267,0.6301111783353038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_bert-large-cased-True,0.5814161655769938,0.42970551516310274,0.4005175989285628,0.5384917077114237,0.5301769837136487,0.424513170628655,0.5780280944843158,0.374304887650203,0.4724261579828887,0.5609091275244432,0.4586356405427891,0.5527820945751768,0.5306875104235136,0.5471386325588592,0.5558185379167229,0.4886298046869612,0.4817374357822172,0.420198779820428,0.40857767646510706,0.6283080543912273,0.4865210188042564,0.47687420990509277,0.43948769453453607,0.5596317124759985,,,,,,,,,,,,,,,,,,,,,,,,
task_1_distilbert-base-multilingual-cased-True,0.5582297163286002,0.5489023291670861,0.580580820374172,0.6042932121331368,0.6132953242996779,0.5563747812875154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_google-rembert-True,0.5181967977629313,0.5329180189205954,0.46171003647424197,0.3747073331431101,0.3732811933628973,0.12144217681078494,0.23322670746995364,0.3774037151137909,0.5571194608964554,0.5802648632320162,0.5314988825873699,0.5494120535645463,0.3878960506538454,0.5658213363949075,0.3793250187895346,0.4769909896859481,0.5367085636916648,0.5902575889692325,0.5094175460178328,0.5055508430623376,0.5233057968895268,0.4947683329929083,0.5595413219923391,0.6656985986355222,0.6410488738348485,0.5314881075350811,0.5870144805582647,0.28149727122867957,0.2909560788906546,0.5530098023203028,0.34325489326230396,0.38342432408087596,,,,,,,,,,,,,,,,
task_1_gpt2-medium-True,0.3992899232253214,0.43918971408496144,0.4646724667200034,0.47683561271721664,0.5057242169202326,0.5045867139537894,0.5239906987366822,0.4789749523891999,0.5010622312693929,0.3962139258414632,0.4465951492529695,0.4588884038834387,0.4304046009188308,0.43725675534777986,0.42069108311551706,0.4305567132456399,0.3966241229992687,0.41662525797114736,0.4115398334549587,0.3428326524810731,0.3628220253972985,0.38987966543224467,0.38656193349411844,0.36318128595590365,,,,,,,,,,,,,,,,,,,,,,,,
task_1_squeezebert-squeezebert-uncased-True,0.4841233632883347,0.5517301989886185,0.5162820161949943,0.5390352542855283,0.5389528968139214,0.6075513140625096,0.5689022025510168,0.5912641715542792,0.4917744302504097,0.5902889402861538,0.6371918173985518,0.3797947927139844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_bert-base-cased-True,0.5453014558963907,0.5350742687116485,0.5605675758230676,0.542596229682946,0.5120976904005912,0.5700198485297645,0.5453369397815981,0.43086940856644,0.38176888871253706,0.49934245726133797,0.4974764704799088,0.47677905152053646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_google-reformer-crime-and-punishment-True,0.49941656627973247,0.3788520947830242,0.31292387420096296,0.375175110178513,0.31499797144576097,0.36854724345976325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_roberta-base-True,0.5191900047663958,0.5725998340219273,0.5553646411784137,0.5196946446851004,0.5038400600800979,0.4695553960437456,0.4855760330197503,0.5309473145658161,0.4894976605432258,0.4899769068375529,0.4820062174755062,0.5121527460039882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_albert-base-v1-True,0.515801655342287,0.607357864266508,0.581796997407222,0.5839840068684302,0.5748411532187306,0.5836351725677944,0.5752029888771462,0.5728168877371848,0.5702012302850877,0.5719947392364273,0.5666817430307247,0.5577450101585372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_microsoft-deberta-v2-xxlarge-True,0.5758262800427391,0.531040411058664,0.37324623446959443,0.47641439143481995,0.5299190480239597,0.4946407378025227,0.4731537265639254,0.4782785869144597,0.3862812540309198,0.3595221457942909,0.39816013096167524,0.20748957211950445,0.33563158090426887,0.5977130615544708,0.4077601950301033,0.4321315274585685,0.5126215606653418,0.5379443230618624,0.4671823000082774,0.5229567990236572,0.4145273273991832,0.3518642963812846,0.31742233724662877,0.21399467636232714,0.30612510641831625,0.6372289471371889,0.39008992697018413,0.38600175491200045,0.43903066747049724,0.4734590418144733,0.4547273241830871,0.5210307765646114,0.3838462944801085,0.3971979466084782,0.27682239369082945,0.28645249979253845,0.280054899027331,0.6702054506888238,0.3791476772461841,0.37527711034144806,0.4254294403643255,0.48385719689707773,0.4588270058880929,0.5024041043948347,0.38254494672629524,0.41535549563709523,0.4270253576315124,0.4638743307540788
task_1_google-bigbird-roberta-large-True,0.6181681532627454,0.529350615673273,0.5300095695487064,0.5590606350823877,0.49035757228798826,0.48372839146969193,0.5675477247004088,0.4213637270199816,0.33394194660740834,0.4902343434795505,0.5134739240851016,0.5261324518040785,0.4977995241043342,0.39508283369728764,0.46630499292885136,0.5419165506860661,0.4266354168685914,0.3813948651174935,0.5032366693571737,0.5071289956337449,0.48459545062500137,0.438361741061818,0.5271411825915132,0.6335172618082887,,,,,,,,,,,,,,,,,,,,,,,,
task_1_distilbert-base-uncased-True,0.5162387297331121,0.5659426596128935,0.6250040126065618,0.5164871861843792,0.5382552790359466,0.2866899312482065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_1_xlm-roberta-base-True,0.5689248989867286,0.5449502251153773,0.5720514423659743,0.5363993036490973,0.6272071560218734,0.5640942206039039,0.5124681003747749,0.5448905251485464,0.5902882438297933,0.5436106679819016,0.5223269607277742,0.46696720997045327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
